index,Cosine Similarity
"('i', 'cold')",0.46027347
"('i', 'full')",0.58580256
"('i', 'new')",0.49682182
"('i', 'good')",0.7992841
"('i', 'round')",0.46305245
"('i', 'dry')",0.33033618
"('i', 'name')",0.5219189
"('you', 'i')",0.90236914
"('you', 'we')",0.87999326
"('you', 'this')",0.7268876
"('you', 'that')",0.7093413
"('you', 'who')",0.60071015
"('you', 'what')",0.82507133
"('you', 'not')",0.7891443
"('you', 'all')",0.7488206
"('you', 'many')",0.6314734
"('you', 'one')",0.71494067
"('you', 'two')",0.5157996
"('you', 'big')",0.72700846
"('you', 'long')",0.60673016
"('you', 'small')",0.5384859
"('you', 'woman')",0.51708883
"('you', 'man')",0.63655734
"('you', 'person')",0.67694664
"('you', 'fish')",0.4269902
"('you', 'bird')",0.3214593
"('you', 'dog')",0.50520027
"('you', 'louse')",-0.0034581944
"('you', 'tree')",0.4294523
"('you', 'seed')",0.24340826
"('you', 'leaf')",0.2928735
"('you', 'root')",0.41968173
"('you', 'bark')",0.2711079
"('you', 'skin')",0.42006427
"('you', 'flesh')",0.3752403
"('you', 'blood')",0.44699535
"('you', 'bone')",0.34139395
"('you', 'grease')",0.27997005
"('you', 'egg')",0.32463378
"('you', 'horn')",0.2605126
"('you', 'tail')",0.27721655
"('you', 'feather')",0.18420611
"('you', 'hair')",0.45960546
"('you', 'head')",0.46355632
"('you', 'ear')",0.41364366
"('you', 'eye')",0.50429595
"('you', 'nose')",0.42950475
"('you', 'mouth')",0.48030478
"('you', 'tooth')",0.25318426
"('you', 'tongue')",0.39508963
"('you', 'claw')",0.23789266
"('you', 'foot')",0.43062037
"('you', 'knee')",0.34028423
"('you', 'hand')",0.67833674
"('you', 'belly')",0.32997018
"('you', 'neck')",0.36303413
"('you', 'breasts')",0.27613357
"('you', 'heart')",0.55287397
"('you', 'liver')",0.21195267
"('you', 'drink')",0.5200422
"('you', 'eat')",0.6467585
"('you', 'bite')",0.5008806
"('you', 'see')",0.83814824
"('you', 'hear')",0.7062205
"('you', 'know')",0.9103051
"('you', 'sleep')",0.5338181
"('you', 'die')",0.5090777
"('you', 'kill')",0.54141366
"('you', 'swim')",0.36746925
"('you', 'fly')",0.4864822
"('you', 'walk')",0.6516125
"('you', 'come')",0.83488834
"('you', 'lie')",0.5107536
"('you', 'sit')",0.66571647
"('you', 'stand')",0.62949014
"('you', 'give')",0.7441956
"('you', 'say')",0.7657907
"('you', 'sun')",0.4100877
"('you', 'moon')",0.3440081
"('you', 'star')",0.46094748
"('you', 'water')",0.46761602
"('you', 'rain')",0.37776887
"('you', 'stone')",0.38025695
"('you', 'sand')",0.386523
"('you', 'earth')",0.44956788
"('you', 'cloud')",0.3005449
"('you', 'smoke')",0.40886626
"('you', 'fire')",0.43524784
"('you', 'ashes')",0.19795157
"('you', 'burn')",0.4722641
"('you', 'path')",0.44480318
"('you', 'mountain')",0.33542326
"('you', 'red')",0.46138883
"('you', 'green')",0.4713498
"('you', 'yellow')",0.32298225
"('you', 'white')",0.46079424
"('you', 'black')",0.4825639
"('you', 'night')",0.58902454
"('you', 'hot')",0.5585413
"('you', 'cold')",0.49966288
"('you', 'full')",0.6304091
"('you', 'new')",0.54498154
"('you', 'good')",0.8097893
"('you', 'round')",0.41361833
"('you', 'dry')",0.43224904
"('you', 'name')",0.5240303
"('we', 'i')",0.8958864
"('we', 'you')",0.87999326
"('we', 'this')",0.78213686
"('we', 'that')",0.8009791
"('we', 'who')",0.6515455
"('we', 'what')",0.8573289
"('we', 'not')",0.87701905
"('we', 'all')",0.81320596
"('we', 'many')",0.6832595
"('we', 'one')",0.7338666
"('we', 'two')",0.59359837
"('we', 'big')",0.6844002
"('we', 'long')",0.65005565
"('we', 'small')",0.5292635
"('we', 'woman')",0.44596836
"('we', 'man')",0.6075948
"('we', 'person')",0.6081822
"('we', 'fish')",0.37851137
"('we', 'bird')",0.32629263
"('we', 'dog')",0.3780027
"('we', 'louse')",-0.06575646
"('we', 'tree')",0.3499319
"('we', 'seed')",0.23019199
"('we', 'leaf')",0.19731572
"('we', 'root')",0.38123828
"('we', 'bark')",0.16137594
"('we', 'skin')",0.30539554
"('we', 'flesh')",0.3187879
"('we', 'blood')",0.3854482
"('we', 'bone')",0.25459367
"('we', 'grease')",0.17179286
"('we', 'egg')",0.2472455
"('we', 'horn')",0.25622573
"('we', 'tail')",0.2119215
"('we', 'feather')",0.08182136
"('we', 'hair')",0.35594082
"('we', 'head')",0.47016495
"('we', 'ear')",0.27014798
"('we', 'eye')",0.40311378
"('we', 'nose')",0.2946551
"('we', 'mouth')",0.3577778
"('we', 'tooth')",0.20183676
"('we', 'tongue')",0.25595474
"('we', 'claw')",0.15604624
"('we', 'foot')",0.3765794
"('we', 'knee')",0.31214476
"('we', 'hand')",0.63821924
"('we', 'belly')",0.19514842
"('we', 'neck')",0.2791883
"('we', 'breasts')",0.17993866
"('we', 'heart')",0.4863496
"('we', 'liver')",0.13897729
"('we', 'drink')",0.40425554
"('we', 'eat')",0.5272181
"('we', 'bite')",0.35140365
"('we', 'see')",0.818089
"('we', 'hear')",0.63139224
"('we', 'know')",0.8959689
"('we', 'sleep')",0.4682464
"('we', 'die')",0.47150224
"('we', 'kill')",0.46863836
"('we', 'swim')",0.297908
"('we', 'fly')",0.47002563
"('we', 'walk')",0.56140786
"('we', 'come')",0.86268455
"('we', 'lie')",0.51958025
"('we', 'sit')",0.60173106
"('we', 'stand')",0.65402704
"('we', 'give')",0.73921645
"('we', 'say')",0.82558966
"('we', 'sun')",0.35980055
"('we', 'moon')",0.3630997
"('we', 'star')",0.4104427
"('we', 'water')",0.4706759
"('we', 'rain')",0.35997668
"('we', 'stone')",0.3572237
"('we', 'sand')",0.34563392
"('we', 'earth')",0.4654936
"('we', 'cloud')",0.2612447
"('we', 'smoke')",0.36009675
"('we', 'fire')",0.50694466
"('we', 'ashes')",0.22918797
"('we', 'burn')",0.4022753
"('we', 'path')",0.5023643
"('we', 'mountain')",0.3050011
"('we', 'red')",0.441829
"('we', 'green')",0.43663713
"('we', 'yellow')",0.26276052
"('we', 'white')",0.446753
"('we', 'black')",0.42088354
"('we', 'night')",0.6059862
"('we', 'hot')",0.4459668
"('we', 'cold')",0.4552341
"('we', 'full')",0.65478164
"('we', 'new')",0.5868863
"('we', 'good')",0.8234356
"('we', 'round')",0.4721565
"('we', 'dry')",0.35439074
"('we', 'name')",0.47002915
"('this', 'i')",0.7160625
"('this', 'you')",0.7268876
"('this', 'we')",0.78213686
"('this', 'that')",0.87128884
"('this', 'who')",0.6084783
"('this', 'what')",0.85461116
"('this', 'not')",0.85494125
"('this', 'all')",0.78779376
"('this', 'many')",0.73040223
"('this', 'one')",0.87153393
"('this', 'two')",0.6969421
"('this', 'big')",0.6950845
"('this', 'long')",0.7290968
"('this', 'small')",0.6405466
"('this', 'woman')",0.51186407
"('this', 'man')",0.6344512
"('this', 'person')",0.6567568
"('this', 'fish')",0.3968476
"('this', 'bird')",0.40320235
"('this', 'dog')",0.36598665
"('this', 'louse')",-0.08341044
"('this', 'tree')",0.41534638
"('this', 'seed')",0.32711303
"('this', 'leaf')",0.32184112
"('this', 'root')",0.4588751
"('this', 'bark')",0.20537521
"('this', 'skin')",0.34223866
"('this', 'flesh')",0.28001803
"('this', 'blood')",0.43102735
"('this', 'bone')",0.33111972
"('this', 'grease')",0.14846441
"('this', 'egg')",0.28100985
"('this', 'horn')",0.30117768
"('this', 'tail')",0.307797
"('this', 'feather')",0.14193827
"('this', 'hair')",0.32880056
"('this', 'head')",0.51576924
"('this', 'ear')",0.26721412
"('this', 'eye')",0.43229216
"('this', 'nose')",0.32762092
"('this', 'mouth')",0.37418026
"('this', 'tooth')",0.24262297
"('this', 'tongue')",0.2886666
"('this', 'claw')",0.1617842
"('this', 'foot')",0.45500463
"('this', 'knee')",0.3519051
"('this', 'hand')",0.5934794
"('this', 'belly')",0.17273666
"('this', 'neck')",0.3274783
"('this', 'breasts')",0.118380845
"('this', 'heart')",0.57114404
"('this', 'liver')",0.23037764
"('this', 'drink')",0.35277736
"('this', 'eat')",0.40726703
"('this', 'bite')",0.3681106
"('this', 'see')",0.7666632
"('this', 'hear')",0.5146895
"('this', 'know')",0.70721364
"('this', 'sleep')",0.37704915
"('this', 'die')",0.39468935
"('this', 'kill')",0.4562248
"('this', 'swim')",0.24675302
"('this', 'fly')",0.44403994
"('this', 'walk')",0.49088046
"('this', 'come')",0.78364897
"('this', 'lie')",0.44020763
"('this', 'sit')",0.43670985
"('this', 'stand')",0.58181375
"('this', 'give')",0.70433015
"('this', 'say')",0.7218249
"('this', 'sun')",0.39041743
"('this', 'moon')",0.39055046
"('this', 'star')",0.5213614
"('this', 'water')",0.5224025
"('this', 'rain')",0.4217163
"('this', 'stone')",0.4446066
"('this', 'sand')",0.3426868
"('this', 'earth')",0.5022028
"('this', 'cloud')",0.3640551
"('this', 'smoke')",0.2952081
"('this', 'fire')",0.51742566
"('this', 'ashes')",0.2924214
"('this', 'burn')",0.34645736
"('this', 'path')",0.5045816
"('this', 'mountain')",0.3730831
"('this', 'red')",0.51744443
"('this', 'green')",0.49680504
"('this', 'yellow')",0.38456395
"('this', 'white')",0.5153212
"('this', 'black')",0.5154891
"('this', 'night')",0.6432363
"('this', 'hot')",0.4702815
"('this', 'cold')",0.48073286
"('this', 'full')",0.7208095
"('this', 'new')",0.7577966
"('this', 'good')",0.74020064
"('this', 'round')",0.55578667
"('this', 'dry')",0.3980332
"('this', 'name')",0.6616268
"('that', 'i')",0.700631
"('that', 'you')",0.7093413
"('that', 'we')",0.8009791
"('that', 'this')",0.87128884
"('that', 'who')",0.70382667
"('that', 'what')",0.88103664
"('that', 'not')",0.8942343
"('that', 'all')",0.78808457
"('that', 'many')",0.7584075
"('that', 'one')",0.8270508
"('that', 'two')",0.70944285
"('that', 'big')",0.6410692
"('that', 'long')",0.69460315
"('that', 'small')",0.59541726
"('that', 'woman')",0.5342512
"('that', 'man')",0.6392213
"('that', 'person')",0.6095045
"('that', 'fish')",0.3871511
"('that', 'bird')",0.40160418
"('that', 'dog')",0.3759729
"('that', 'louse')",-0.042057052
"('that', 'tree')",0.3643815
"('that', 'seed')",0.2793566
"('that', 'leaf')",0.2417665
"('that', 'root')",0.38725966
"('that', 'bark')",0.20793599
"('that', 'skin')",0.3501202
"('that', 'flesh')",0.30770308
"('that', 'blood')",0.4819612
"('that', 'bone')",0.3329469
"('that', 'grease')",0.14978777
"('that', 'egg')",0.26535022
"('that', 'horn')",0.2903993
"('that', 'tail')",0.31719923
"('that', 'feather')",0.14548546
"('that', 'hair')",0.36286712
"('that', 'head')",0.5367495
"('that', 'ear')",0.276276
"('that', 'eye')",0.4158181
"('that', 'nose')",0.30584756
"('that', 'mouth')",0.3737884
"('that', 'tooth')",0.22382444
"('that', 'tongue')",0.26596397
"('that', 'claw')",0.17332612
"('that', 'foot')",0.37864304
"('that', 'knee')",0.31252936
"('that', 'hand')",0.64535487
"('that', 'belly')",0.19318196
"('that', 'neck')",0.33021748
"('that', 'breasts')",0.17845917
"('that', 'heart')",0.54564226
"('that', 'liver')",0.23039019
"('that', 'drink')",0.3415988
"('that', 'eat')",0.3728873
"('that', 'bite')",0.3327952
"('that', 'see')",0.73715115
"('that', 'hear')",0.52166235
"('that', 'know')",0.7367398
"('that', 'sleep')",0.3465373
"('that', 'die')",0.3730379
"('that', 'kill')",0.51846015
"('that', 'swim')",0.18641722
"('that', 'fly')",0.43819112
"('that', 'walk')",0.4075401
"('that', 'come')",0.75895226
"('that', 'lie')",0.44122967
"('that', 'sit')",0.38677114
"('that', 'stand')",0.5535544
"('that', 'give')",0.7321652
"('that', 'say')",0.82248515
"('that', 'sun')",0.36449954
"('that', 'moon')",0.3841567
"('that', 'star')",0.46551913
"('that', 'water')",0.5146072
"('that', 'rain')",0.37441832
"('that', 'stone')",0.41545612
"('that', 'sand')",0.33583128
"('that', 'earth')",0.4663365
"('that', 'cloud')",0.36906263
"('that', 'smoke')",0.37135807
"('that', 'fire')",0.5636014
"('that', 'ashes')",0.21955845
"('that', 'burn')",0.335354
"('that', 'path')",0.48371536
"('that', 'mountain')",0.3304815
"('that', 'red')",0.4706303
"('that', 'green')",0.4506959
"('that', 'yellow')",0.32744086
"('that', 'white')",0.52582824
"('that', 'black')",0.5302995
"('that', 'night')",0.59465015
"('that', 'hot')",0.40038714
"('that', 'cold')",0.42151245
"('that', 'full')",0.66576785
"('that', 'new')",0.6974156
"('that', 'good')",0.6973414
"('that', 'round')",0.4467309
"('that', 'dry')",0.31318396
"('that', 'name')",0.61909026
"('who', 'i')",0.65884256
"('who', 'you')",0.60071015
"('who', 'we')",0.6515455
"('who', 'this')",0.6084783
"('who', 'that')",0.70382667
"('who', 'what')",0.6557609
"('who', 'not')",0.7244477
"('who', 'all')",0.6625339
"('who', 'many')",0.66886085
"('who', 'one')",0.7323215
"('who', 'two')",0.63759685
"('who', 'big')",0.53843963
"('who', 'long')",0.59841114
"('who', 'small')",0.47771007
"('who', 'woman')",0.64620554
"('who', 'man')",0.7345511
"('who', 'person')",0.59671015
"('who', 'fish')",0.3051902
"('who', 'bird')",0.34729522
"('who', 'dog')",0.40140998
"('who', 'louse')",-0.10091689
"('who', 'tree')",0.27436334
"('who', 'seed')",0.25828606
"('who', 'leaf')",0.13424067
"('who', 'root')",0.22084872
"('who', 'bark')",0.08279766
"('who', 'skin')",0.2234673
"('who', 'flesh')",0.16447091
"('who', 'blood')",0.34051245
"('who', 'bone')",0.1908924
"('who', 'grease')",0.044525847
"('who', 'egg')",0.16556641
"('who', 'horn')",0.2957718
"('who', 'tail')",0.13593444
"('who', 'feather')",0.07116973
"('who', 'hair')",0.32628095
"('who', 'head')",0.58331406
"('who', 'ear')",0.23470688
"('who', 'eye')",0.3944391
"('who', 'nose')",0.26734093
"('who', 'mouth')",0.25659257
"('who', 'tooth')",0.10550213
"('who', 'tongue')",0.20273927
"('who', 'claw')",0.13531588
"('who', 'foot')",0.35414863
"('who', 'knee')",0.3038555
"('who', 'hand')",0.61804265
"('who', 'belly')",0.12625428
"('who', 'neck')",0.32747638
"('who', 'breasts')",0.13107488
"('who', 'heart')",0.47410965
"('who', 'liver')",0.1607493
"('who', 'drink')",0.2953088
"('who', 'eat')",0.31232035
"('who', 'bite')",0.20954773
"('who', 'see')",0.5801226
"('who', 'hear')",0.42603844
"('who', 'know')",0.6805419
"('who', 'sleep')",0.29648018
"('who', 'die')",0.40361708
"('who', 'kill')",0.44984618
"('who', 'swim')",0.21742141
"('who', 'fly')",0.3894674
"('who', 'walk')",0.4451121
"('who', 'come')",0.6440491
"('who', 'lie')",0.3136643
"('who', 'sit')",0.4240725
"('who', 'stand')",0.53951335
"('who', 'give')",0.58606195
"('who', 'say')",0.71803224
"('who', 'sun')",0.30677485
"('who', 'moon')",0.27261114
"('who', 'star')",0.48382702
"('who', 'water')",0.3148949
"('who', 'rain')",0.22089809
"('who', 'stone')",0.36769372
"('who', 'sand')",0.19902906
"('who', 'earth')",0.3124456
"('who', 'cloud')",0.16310039
"('who', 'smoke')",0.24935994
"('who', 'fire')",0.4432541
"('who', 'ashes')",0.16667807
"('who', 'burn')",0.2445763
"('who', 'path')",0.36169535
"('who', 'mountain')",0.31948563
"('who', 'red')",0.43246353
"('who', 'green')",0.4262167
"('who', 'yellow')",0.25155705
"('who', 'white')",0.47855228
"('who', 'black')",0.5195035
"('who', 'night')",0.530862
"('who', 'hot')",0.34374166
"('who', 'cold')",0.34598196
"('who', 'full')",0.4867683
"('who', 'new')",0.5844814
"('who', 'good')",0.5654061
"('who', 'round')",0.40549707
"('who', 'dry')",0.19312827
"('who', 'name')",0.5307098
"('what', 'i')",0.8050301
"('what', 'you')",0.82507133
"('what', 'we')",0.8573289
"('what', 'this')",0.85461116
"('what', 'that')",0.88103664
"('what', 'who')",0.6557609
"('what', 'not')",0.8392274
"('what', 'all')",0.7976339
"('what', 'many')",0.7674171
"('what', 'one')",0.8021661
"('what', 'two')",0.61178184
"('what', 'big')",0.7092326
"('what', 'long')",0.6696431
"('what', 'small')",0.56423736
"('what', 'woman')",0.525674
"('what', 'man')",0.6536079
"('what', 'person')",0.65575254
"('what', 'fish')",0.35006928
"('what', 'bird')",0.3774085
"('what', 'dog')",0.42664468
"('what', 'louse')",-0.060677335
"('what', 'tree')",0.34830534
"('what', 'seed')",0.20703045
"('what', 'leaf')",0.20273234
"('what', 'root')",0.3935598
"('what', 'bark')",0.16587584
"('what', 'skin')",0.33130494
"('what', 'flesh')",0.31325924
"('what', 'blood')",0.4016638
"('what', 'bone')",0.281369
"('what', 'grease')",0.17696357
"('what', 'egg')",0.2485466
"('what', 'horn')",0.24214531
"('what', 'tail')",0.22287714
"('what', 'feather')",0.12880594
"('what', 'hair')",0.37037584
"('what', 'head')",0.47911924
"('what', 'ear')",0.31575245
"('what', 'eye')",0.4735242
"('what', 'nose')",0.32478076
"('what', 'mouth')",0.40192077
"('what', 'tooth')",0.18555915
"('what', 'tongue')",0.27972013
"('what', 'claw')",0.14383714
"('what', 'foot')",0.3554414
"('what', 'knee')",0.30795652
"('what', 'hand')",0.6140603
"('what', 'belly')",0.20832467
"('what', 'neck')",0.2996325
"('what', 'breasts')",0.19986483
"('what', 'heart')",0.55347323
"('what', 'liver')",0.15820742
"('what', 'drink')",0.36614972
"('what', 'eat')",0.45780808
"('what', 'bite')",0.38729733
"('what', 'see')",0.8215668
"('what', 'hear')",0.6479477
"('what', 'know')",0.88763905
"('what', 'sleep')",0.4039076
"('what', 'die')",0.4114294
"('what', 'kill')",0.48450574
"('what', 'swim')",0.20842128
"('what', 'fly')",0.40551656
"('what', 'walk')",0.4663274
"('what', 'come')",0.78565407
"('what', 'lie')",0.45709372
"('what', 'sit')",0.4502553
"('what', 'stand')",0.54772544
"('what', 'give')",0.7291976
"('what', 'say')",0.85570574
"('what', 'sun')",0.3485794
"('what', 'moon')",0.3697621
"('what', 'star')",0.4676795
"('what', 'water')",0.43418455
"('what', 'rain')",0.32041192
"('what', 'stone')",0.3975243
"('what', 'sand')",0.29500055
"('what', 'earth')",0.48009038
"('what', 'cloud')",0.30335665
"('what', 'smoke')",0.34683624
"('what', 'fire')",0.4970982
"('what', 'ashes')",0.1775723
"('what', 'burn')",0.34143114
"('what', 'path')",0.46237203
"('what', 'mountain')",0.3209379
"('what', 'red')",0.4279796
"('what', 'green')",0.4349594
"('what', 'yellow')",0.26905537
"('what', 'white')",0.49615088
"('what', 'black')",0.50821155
"('what', 'night')",0.606253
"('what', 'hot')",0.43412578
"('what', 'cold')",0.48149532
"('what', 'full')",0.6375755
"('what', 'new')",0.6644185
"('what', 'good')",0.77642936
"('what', 'round')",0.3967738
"('what', 'dry')",0.30925748
"('what', 'name')",0.60458654
"('not', 'i')",0.7825493
"('not', 'you')",0.7891443
"('not', 'we')",0.87701905
"('not', 'this')",0.85494125
"('not', 'that')",0.8942343
"('not', 'who')",0.7244477
"('not', 'what')",0.8392274
"('not', 'all')",0.82449675
"('not', 'many')",0.7430072
"('not', 'one')",0.8089214
"('not', 'two')",0.6715789
"('not', 'big')",0.63760674
"('not', 'long')",0.7032522
"('not', 'small')",0.57600164
"('not', 'woman')",0.5450399
"('not', 'man')",0.64807624
"('not', 'person')",0.68334484
"('not', 'fish')",0.37428385
"('not', 'bird')",0.36621952
"('not', 'dog')",0.39450118
"('not', 'louse')",-0.09775193
"('not', 'tree')",0.33169055
"('not', 'seed')",0.23905936
"('not', 'leaf')",0.22020882
"('not', 'root')",0.39007
"('not', 'bark')",0.20385027
"('not', 'skin')",0.3552521
"('not', 'flesh')",0.29529345
"('not', 'blood')",0.46565837
"('not', 'bone')",0.2915142
"('not', 'grease')",0.1749824
"('not', 'egg')",0.2534706
"('not', 'horn')",0.23692146
"('not', 'tail')",0.27733254
"('not', 'feather')",0.09204076
"('not', 'hair')",0.36018044
"('not', 'head')",0.50801396
"('not', 'ear')",0.26562488
"('not', 'eye')",0.43679923
"('not', 'nose')",0.29720867
"('not', 'mouth')",0.3383925
"('not', 'tooth')",0.18957059
"('not', 'tongue')",0.28192055
"('not', 'claw')",0.13013309
"('not', 'foot')",0.3724166
"('not', 'knee')",0.34420037
"('not', 'hand')",0.657707
"('not', 'belly')",0.1830594
"('not', 'neck')",0.31829953
"('not', 'breasts')",0.20212047
"('not', 'heart')",0.5279343
"('not', 'liver')",0.24197654
"('not', 'drink')",0.40056863
"('not', 'eat')",0.4684764
"('not', 'bite')",0.33960688
"('not', 'see')",0.7861042
"('not', 'hear')",0.58666223
"('not', 'know')",0.8153566
"('not', 'sleep')",0.39264897
"('not', 'die')",0.46443847
"('not', 'kill')",0.53732
"('not', 'swim')",0.27806312
"('not', 'fly')",0.5096364
"('not', 'walk')",0.5034369
"('not', 'come')",0.8328185
"('not', 'lie')",0.5090252
"('not', 'sit')",0.5320238
"('not', 'stand')",0.6663189
"('not', 'give')",0.780367
"('not', 'say')",0.8525785
"('not', 'sun')",0.34735408
"('not', 'moon')",0.3747722
"('not', 'star')",0.47191417
"('not', 'water')",0.48393434
"('not', 'rain')",0.3560772
"('not', 'stone')",0.3459226
"('not', 'sand')",0.30178195
"('not', 'earth')",0.4280945
"('not', 'cloud')",0.3184925
"('not', 'smoke')",0.3509851
"('not', 'fire')",0.52635574
"('not', 'ashes')",0.22715104
"('not', 'burn')",0.3999475
"('not', 'path')",0.47034866
"('not', 'mountain')",0.28948376
"('not', 'red')",0.45674303
"('not', 'green')",0.4423697
"('not', 'yellow')",0.30957332
"('not', 'white')",0.52669066
"('not', 'black')",0.512685
"('not', 'night')",0.5829531
"('not', 'hot')",0.42612875
"('not', 'cold')",0.4416463
"('not', 'full')",0.68668973
"('not', 'new')",0.65342563
"('not', 'good')",0.7461757
"('not', 'round')",0.4564784
"('not', 'dry')",0.3581269
"('not', 'name')",0.63958937
"('all', 'i')",0.73035204
"('all', 'you')",0.7488206
"('all', 'we')",0.81320596
"('all', 'this')",0.78779376
"('all', 'that')",0.78808457
"('all', 'who')",0.6625339
"('all', 'what')",0.7976339
"('all', 'not')",0.82449675
"('all', 'many')",0.8366605
"('all', 'one')",0.83042264
"('all', 'two')",0.7941925
"('all', 'big')",0.6838052
"('all', 'long')",0.66658866
"('all', 'small')",0.61259604
"('all', 'woman')",0.467191
"('all', 'man')",0.5867957
"('all', 'person')",0.5973034
"('all', 'fish')",0.38716567
"('all', 'bird')",0.36464506
"('all', 'dog')",0.37704945
"('all', 'louse')",-0.1272156
"('all', 'tree')",0.3628975
"('all', 'seed')",0.27237567
"('all', 'leaf')",0.24954894
"('all', 'root')",0.3554439
"('all', 'bark')",0.21394834
"('all', 'skin')",0.34179866
"('all', 'flesh')",0.33358434
"('all', 'blood')",0.46058697
"('all', 'bone')",0.25809425
"('all', 'grease')",0.20520373
"('all', 'egg')",0.26898164
"('all', 'horn')",0.27764326
"('all', 'tail')",0.284761
"('all', 'feather')",0.11488486
"('all', 'hair')",0.3602042
"('all', 'head')",0.47885346
"('all', 'ear')",0.24886397
"('all', 'eye')",0.41608083
"('all', 'nose')",0.2982014
"('all', 'mouth')",0.34881145
"('all', 'tooth')",0.15525886
"('all', 'tongue')",0.24082415
"('all', 'claw')",0.10473016
"('all', 'foot')",0.37871036
"('all', 'knee')",0.30811596
"('all', 'hand')",0.6236501
"('all', 'belly')",0.19683987
"('all', 'neck')",0.2720989
"('all', 'breasts')",0.21461928
"('all', 'heart')",0.50027066
"('all', 'liver')",0.20160496
"('all', 'drink')",0.38339478
"('all', 'eat')",0.44389564
"('all', 'bite')",0.29072553
"('all', 'see')",0.7240115
"('all', 'hear')",0.55231655
"('all', 'know')",0.7349308
"('all', 'sleep')",0.39254943
"('all', 'die')",0.34400848
"('all', 'kill')",0.41968334
"('all', 'swim')",0.26210478
"('all', 'fly')",0.4651494
"('all', 'walk')",0.49114627
"('all', 'come')",0.7788515
"('all', 'lie')",0.4328056
"('all', 'sit')",0.49579847
"('all', 'stand')",0.6020724
"('all', 'give')",0.7210202
"('all', 'say')",0.70564
"('all', 'sun')",0.38727176
"('all', 'moon')",0.38686
"('all', 'star')",0.48227066
"('all', 'water')",0.54398906
"('all', 'rain')",0.38855654
"('all', 'stone')",0.3610753
"('all', 'sand')",0.3277721
"('all', 'earth')",0.47455487
"('all', 'cloud')",0.2951584
"('all', 'smoke')",0.36234385
"('all', 'fire')",0.51979804
"('all', 'ashes')",0.29492813
"('all', 'burn')",0.35373843
"('all', 'path')",0.43867782
"('all', 'mountain')",0.32982412
"('all', 'red')",0.5111655
"('all', 'green')",0.46391982
"('all', 'yellow')",0.36635977
"('all', 'white')",0.52338725
"('all', 'black')",0.5378057
"('all', 'night')",0.6158805
"('all', 'hot')",0.49452728
"('all', 'cold')",0.43237793
"('all', 'full')",0.7559073
"('all', 'new')",0.7014551
"('all', 'good')",0.70676506
